"Issue Date","Tender","Security Type","Discount Rate","Interest Rate"
"23 Dec 2019","1673","364 DAY BILL","15.1822","17.8998"
"16 Dec 2019","1672","91 DAY BILL","14.1760","14.6969"
"16 Dec 2019","1672","182 DAY BILL","14.0823","15.1490"
"16 Dec 2019","1672","364 DAY BILL","15.1798","17.8964"
"09 Dec 2019","1671","2 YR FXR NOTE","20.9500","20.9500"
"09 Dec 2019","1671","91 DAY BILL","14.1681","14.6884"
"09 Dec 2019","1671","182 DAY BILL","14.0821","15.1487"
"02 Dec 2019","1670","364 DAY BILL","15.1318","17.8298"
"02 Dec 2019","1670","182 DAY BILL","14.0767","15.1425"
"02 Dec 2019","1670","91 DAY BILL","14.1637","14.6836"
"25 Nov 2019","1669","91 DAY BILL","14.1774","14.6984"
"25 Nov 2019","1669","182 DAY BILL","14.0725","15.1376"
"18 Nov 2019","1668","91 DAY BILL","14.1673","14.6875"
"18 Nov 2019","1668","182 DAY BILL","14.0711","15.1360"
"18 Nov 2019","1668","364 DAY BILL","15.1889","17.9091"
"11 Nov 2019","1667","2 YR FXR NOTE","19.5000","19.5000"
"11 Nov 2019","1667","91 DAY BILL","14.1677","14.6879"
"11 Nov 2019","1667","182 DAY BILL","14.0654","15.1294"
"11 Nov 2019","1667","364 DAY BILL","15.1965","17.9197"
"04 Nov 2019","1666","91 DAY BILL","14.1670","14.6872"
"04 Nov 2019","1666","182 DAY BILL","14.0696","15.1343"
"28 Oct 2019","1665","91 DAY BILL","14.1650","14.6850"
"28 Oct 2019","1665","182 DAY BILL","14.0744","15.1398"
"21 Oct 2019","1664","91 DAY BILL","14.1703","14.6907"
"21 Oct 2019","1664","182 DAY BILL","14.0560","15.1185"
"21 Oct 2019","1664","364 DAY BILL","15.1852","17.9040"
"14 Oct 2019","1663","91 DAY BILL","14.1711","14.6916"
"14 Oct 2019","1663","182 DAY BILL","14.0721","15.1372"
"07 Oct 2019","1662","182 DAY BILL","14.0799","15.1462"
"07 Oct 2019","1662","364 DAY BILL","15.1901","17.9108"
"07 Oct 2019","1662","91 DAY BILL","14.1633","14.6832"
"30 Sep 2019","1661","91 DAY BILL","14.1695","14.6899"
"30 Sep 2019","1661","182 DAY BILL","14.0793","15.1455"
"30 Sep 2019","1661","364 DAY BILL","15.1882","17.9081"
"30 Sep 2019","1661","2 YR FXR NOTE","19.0000","19.0000"
"23 Sep 2019","1660","91 DAY BILL","14.1639","14.6839"
"23 Sep 2019","1660","182 DAY BILL","14.0767","15.1425"
"23 Sep 2019","1660","364 DAY BILL","15.1900","17.9106"
"16 Sep 2019","1659","91 DAY BILL","14.1759","14.6967"
"16 Sep 2019","1659","182 DAY BILL","14.0708","15.1357"
"09 Sep 2019","1658","364 DAY BILL","15.1894","17.9098"
"09 Sep 2019","1658","91 DAY BILL","14.1598","14.6794"
"09 Sep 2019","1658","182 DAY BILL","14.0600","15.1232"
"02 Sep 2019","1657","91 DAY BILL","14.1582","14.6777"
"02 Sep 2019","1657","182 DAY BILL","14.0727","15.1379"
"26 Aug 2019","1656","20 YR FXR BOND","20.2000","20.2000"
"26 Aug 2019","1656","91 DAY BILL","14.1614","14.6812"
"26 Aug 2019","1656","182 DAY BILL","14.0723","15.1374"
"19 Aug 2019","1655","91 DAY BILL","14.1947","14.7170"
"19 Aug 2019","1655","182 DAY BILL","14.0786","15.1447"
"19 Aug 2019","1655","364 DAY BILL","15.1970","17.9204"
"12 Aug 2019","1654","91 DAY BILL","14.2092","14.7325"
"12 Aug 2019","1654","182 DAY BILL","14.0986","15.1678"
"12 Aug 2019","1654","364 DAY BILL","15.1871","17.9066"
"05 Aug 2019","1653","91 DAY BILL","14.2092","14.7325"
"05 Aug 2019","1653","182 DAY BILL","14.1003","15.1698"
"29 Jul 2019","1652","91 DAY BILL","14.2004","14.7231"
"29 Jul 2019","1652","182 DAY BILL","14.1012","15.1708"
"29 Jul 2019","1652","364 DAY BILL","15.1791","17.8955"
"29 Jul 2019","1652","15 YR FXR BOND","20.0000","20.0000"
"22 Jul 2019","1651","91 DAY BILL","14.2032","14.7261"
"22 Jul 2019","1651","182 DAY BILL","14.1042","15.1743"
"15 Jul 2019","1650","5 YR FXR BOND","19.5000","19.5000"
"15 Jul 2019","1650","91 DAY BILL","14.2064","14.7295"
"15 Jul 2019","1650","182 DAY BILL","14.1025","15.1723"
"15 Jul 2019","1650","364 DAY BILL","15.1668","17.8784"
"08 Jul 2019","1649","91 DAY BILL","14.1980","14.7205"
"08 Jul 2019","1649","182 DAY BILL","14.1023","15.1721"
"01 Jul 2019","1648","91 DAY BILL","14.2197","14.7438"
"01 Jul 2019","1648","182 DAY BILL","14.1263","15.1999"
"01 Jul 2019","1648","364 DAY BILL","15.1940","17.9162"
"24 Jun 2019","1647","91 DAY BILL","14.2453","14.7714"
"24 Jun 2019","1647","182 DAY BILL","14.1492","15.2264"
"24 Jun 2019","1647","10 YR FXR BOND","19.8000","19.8000"
"17 Jun 2019","1646","91 DAY BILL","14.2317","14.7567"
"17 Jun 2019","1646","182 DAY BILL","14.1640","15.2435"
"17 Jun 2019","1646","364 DAY BILL","15.1988","17.9229"
"10 Jun 2019","1645","91 DAY BILL","14.2234","14.7478"
"10 Jun 2019","1645","182 DAY BILL","14.1652","15.2449"
"03 Jun 2019","501","56 DAY BILL","15.6156","16.0000"
"03 Jun 2019","1644","91 DAY BILL","14.2953","14.8251"
"03 Jun 2019","1644","182 DAY BILL","14.2561","15.3503"
"03 Jun 2019","1644","364 DAY BILL","15.2539","17.9995"
"27 May 2019","1643","91 DAY BILL","14.3262","14.8584"
"27 May 2019","1643","182 DAY BILL","14.2846","15.3833"
"27 May 2019","1643","3 YR FXR BOND","19.7000","19.7000"
"20 May 2019","1642","91 DAY BILL","14.3825","14.9189"
"20 May 2019","1642","182 DAY BILL","14.3571","15.4674"
"20 May 2019","1642","364 DAY BILL","15.2582","18.0055"
"13 May 2019","1641","91 DAY BILL","14.3376","14.8706"
"13 May 2019","1641","182 DAY BILL","14.2589","15.3535"
"13 May 2019","1641","364 DAY BILL","15.2726","18.0256"
"06 May 2019","1640","91 DAY BILL","14.2319","14.7569"
"06 May 2019","1640","182 DAY BILL","14.2354","15.3263"
"29 Apr 2019","1639","91 DAY BILL","14.1499","14.6688"
"29 Apr 2019","1639","182 DAY BILL","14.0114","15.0669"
"29 Apr 2019","1639","364 DAY BILL","15.2618","18.0105"
"22 Apr 2019","1638","91 DAY BILL","14.1448","14.6633"
"22 Apr 2019","1638","182 DAY BILL","14.0126","15.0683"
"22 Apr 2019","1638","5 YR FXR BOND","19.7500","19.7500"
"15 Apr 2019","1637","91 DAY BILL","14.1862","14.7078"
"15 Apr 2019","1637","182 DAY BILL","14.0404","15.1005"
"15 Apr 2019","1637","364 DAY BILL","15.2881","18.0472"
"08 Apr 2019","1636","91 DAY BILL","14.1887","14.7105"
"08 Apr 2019","1636","182 DAY BILL","14.0566","15.1192"
"01 Apr 2019","1635","91 DAY BILL","14.2037","14.7266"
"01 Apr 2019","1635","182 DAY BILL","14.0958","15.1646"
"01 Apr 2019","1635","364 DAY BILL","15.3235","18.0965"
"25 Mar 2019","1634","91 DAY BILL","14.1953","14.7176"
"25 Mar 2019","1634","182 DAY BILL","14.0914","15.1595"
"18 Mar 2019","1633","91 DAY BILL","14.1929","14.7150"
"18 Mar 2019","1633","182 DAY BILL","14.0833","15.1501"
"18 Mar 2019","1633","364 DAY BILL","15.3904","18.1899"
"11 Mar 2019","1632","2 YR FXR NOTE","19.7500","19.7500"
"11 Mar 2019","1632","91 DAY BILL","14.1855","14.7071"
"11 Mar 2019","1632","182 DAY BILL","14.0810","15.1475"
"11 Mar 2019","489","56 DAY BILL","15.6156","16.0000"
"04 Mar 2019","1631","91 DAY BILL","14.1868","14.7085"
"04 Mar 2019","1631","182 DAY BILL","14.0676","15.1320"
"04 Mar 2019","1631","364 DAY BILL","15.2749","18.0288"
"04 Mar 2019","488","56 DAY BILL","15.6156","16.0000"
"25 Feb 2019","1630","2 YR FXR NOTE","19.7500","19.7500"
"25 Feb 2019","1630","91 DAY BILL","14.1863","14.7079"
"25 Feb 2019","1630","182 DAY BILL","14.0680","15.1324"
"18 Feb 2019","1629","91 DAY BILL","14.1888","14.7106"
"18 Feb 2019","1629","182 DAY BILL","14.0623","15.1258"
"11 Feb 2019","1628","91 DAY BILL","14.1875","14.7092"
"11 Feb 2019","1628","182 DAY BILL","14.0864","15.1537"
"11 Feb 2019","1628","364 DAY BILL","15.3661","18.1560"
"04 Feb 2019","1627","91 DAY BILL","14.1752","14.6960"
"04 Feb 2019","1627","182 DAY BILL","14.0785","15.1446"
"04 Feb 2019","1627","364 DAY BILL","15.4516","18.2754"
"04 Feb 2019","1627","6 YR FXR BOND","21.0000","21.0000"
"28 Jan 2019","1626","91 DAY BILL","14.1771","14.6980"
"28 Jan 2019","1626","182 DAY BILL","14.0790","15.1451"
"28 Jan 2019","1626","364 DAY BILL","15.4051","18.2104"
"21 Jan 2019","1625","91 DAY BILL","14.1704","14.6908"
"21 Jan 2019","1625","182 DAY BILL","14.0505","15.1122"
"14 Jan 2019","1624","91 DAY BILL","14.1103","14.6263"
"14 Jan 2019","1624","182 DAY BILL","14.0283","15.0865"
"14 Jan 2019","1624","364 DAY BILL","14.2126","16.5672"
"07 Jan 2019","1623","91 DAY BILL","14.0824","14.5963"
"07 Jan 2019","1623","182 DAY BILL","13.9921","15.0446"
"07 Jan 2019","1623","2 YR FXR NOTE","19.7500","19.7500"
"07 Jan 2019","1623","3 YR FXR BOND","20.0000","20.0000"
"31 Dec 2018","1622","91 DAY BILL","14.0806","14.5944"
"31 Dec 2018","1622","182 DAY BILL","13.9769","15.0271"
"31 Dec 2018","1622","1 YR FXR NOTE","15.5000","15.5000"
"24 Dec 2018","1621","91 DAY BILL","14.0530","14.5646"
"24 Dec 2018","1621","182 DAY BILL","14.0397","15.0996"
"17 Dec 2018","1620","91 DAY BILL","14.0501","14.5616"
"17 Dec 2018","1620","182 DAY BILL","13.9587","15.0060"
"17 Dec 2018","1620","1 YR FXR NOTE","15.5000","15.5000"
"10 Dec 2018","1619","2 YR FXR NOTE","19.5000","19.5000"
"10 Dec 2018","1619","91 DAY BILL","14.0180","14.5271"
"10 Dec 2018","1619","182 DAY BILL","13.9186","14.9597"
"03 Dec 2018","1618","91 DAY BILL","13.9743","14.4802"
"03 Dec 2018","1618","182 DAY BILL","13.7998","14.8226"
"03 Dec 2018","1618","1 YR FXR NOTE","15.5000","15.5000"
"26 Nov 2018","1617","182 DAY BILL","13.7889","14.8100"
"26 Nov 2018","1617","91 DAY BILL","13.8925","14.3924"
"19 Nov 2018","1616","91 DAY BILL","13.9218","14.4239"
"19 Nov 2018","1616","182 DAY BILL","13.6182","14.6132"
"19 Nov 2018","1616","1 YR FXR NOTE","15.0000","15.0000"
"12 Nov 2018","1615","91 DAY BILL","13.9115","14.4128"
"12 Nov 2018","1615","182 DAY BILL","13.6442","14.6431"
"12 Nov 2018","1615","2 YR FXR NOTE","19.5000","19.5000"
"05 Nov 2018","1614","91 DAY BILL","13.6525","14.1349"
"05 Nov 2018","1614","182 DAY BILL","13.5185","14.4985"
"05 Nov 2018","1614","1 YR FXR NOTE","15.0000","15.0000"
"29 Oct 2018","1613","91 DAY BILL","13.4495","13.9174"
"29 Oct 2018","1613","182 DAY BILL","13.4680","14.4405"
"22 Oct 2018","1612","91 DAY BILL","13.2946","13.7516"
"22 Oct 2018","1612","182 DAY BILL","13.4330","14.4002"
"22 Oct 2018","1612","3 YR FXR BOND","19.5000","19.5000"
"15 Oct 2018","1611","1 YR FXR NOTE","15.0000","15.0000"
"15 Oct 2018","1611","182 DAY BILL","13.3610","14.3175"
"15 Oct 2018","1611","91 DAY BILL","13.0345","13.4735"
"08 Oct 2018","1610","91 DAY BILL","12.9781","13.4133"
"08 Oct 2018","1610","182 DAY BILL","13.3236","14.2745"
"08 Oct 2018","1610","2 YR FXR NOTE","19.5000","19.5000"
"01 Oct 2018","1609","91 DAY BILL","12.9720","13.4068"
"01 Oct 2018","1609","182 DAY BILL","13.3761","14.3348"
"01 Oct 2018","1609","1 YR FXR NOTE","15.0000","15.0000"
"24 Sep 2018","1608","91 DAY BILL","12.9521","13.3855"
"24 Sep 2018","1608","182 DAY BILL","13.2408","14.1795"
"17 Sep 2018","1607","91 DAY BILL","12.9381","13.3705"
"17 Sep 2018","1607","182 DAY BILL","13.2456","14.1851"
"17 Sep 2018","1607","1 YR FXR NOTE","15.0000","15.0000"
"10 Sep 2018","1606","91 DAY BILL","12.9310","13.3630"
"10 Sep 2018","1606","182 DAY BILL","13.0260","13.9335"
"03 Sep 2018","1605","91 DAY BILL","12.9308","13.3628"
"03 Sep 2018","1605","182 DAY BILL","12.9378","13.8326"
"27 Aug 2018","1604","2 YR FXR NOTE","18.0000","18.0000"
"27 Aug 2018","1604","91 DAY BILL","12.8968","13.3265"
"27 Aug 2018","1604","182 DAY BILL","12.9667","13.8657"
"20 Aug 2018","1603","91 DAY BILL","12.8793","13.3078"
"20 Aug 2018","1603","182 DAY BILL","12.9640","13.8626"
"20 Aug 2018","1603","1 YR FXR NOTE","14.5000","14.5000"
"13 Aug 2018","1602","91 DAY BILL","12.8698","13.2976"
"13 Aug 2018","1602","182 DAY BILL","12.9629","13.8613"
"13 Aug 2018","1602","1 YR FXR NOTE","14.5000","14.5000"
"06 Aug 2018","1601","91 DAY BILL","12.8779","13.3063"
"06 Aug 2018","1601","182 DAY BILL","12.9243","13.8172"
"30 Jul 2018","1600","3 YR FXR BOND","18.0000","18.0000"
"30 Jul 2018","1600","91 DAY BILL","12.8831","13.3118"
"30 Jul 2018","1600","182 DAY BILL","12.9337","13.8279"
"30 Jul 2018","1600","1 YR FXR NOTE","14.5000","14.5000"
"23 Jul 2018","1599","91 DAY BILL","12.8962","13.3258"
"23 Jul 2018","1599","182 DAY BILL","12.9112","13.8022"
"16 Jul 2018","1598","91 DAY BILL","12.8863","13.3153"
"16 Jul 2018","1598","182 DAY BILL","12.9665","13.8654"
"16 Jul 2018","1598","1 YR FXR NOTE","14.5000","14.5000"
"09 Jul 2018","1597","91 DAY BILL","12.8934","13.3228"
"09 Jul 2018","1597","182 DAY BILL","12.9579","13.8556"
"02 Jul 2018","1596","1 YR FXR NOTE","15.0000","15.0000"
"02 Jul 2018","1596","3 YR FXR BOND","17.5000","17.5000"
"02 Jul 2018","1596","182 DAY BILL","12.9608","13.8589"
"02 Jul 2018","453","56 DAY BILL","0.0000","0.0000"
"02 Jul 2018","1596","91 DAY BILL","12.9020","13.3320"
"25 Jun 2018","1595","91 DAY BILL","12.8956","13.3252"
"25 Jun 2018","1595","182 DAY BILL","12.9546","13.8518"
"18 Jun 2018","1594","91 DAY BILL","12.9072","13.3376"
"18 Jun 2018","1594","182 DAY BILL","12.9915","13.8940"
"18 Jun 2018","1594","1 YR FXR NOTE","15.0000","15.0000"
"11 Jun 2018","1593","91 DAY BILL","12.8763","13.3046"
"11 Jun 2018","1593","182 DAY BILL","12.9258","13.8189"
"11 Jun 2018","1593","10 YR FXR BOND","17.5000","17.5000"
"04 Jun 2018","1592","91 DAY BILL","12.8130","13.2370"
"04 Jun 2018","1592","182 DAY BILL","12.9538","13.8509"
"04 Jun 2018","1592","1 YR FXR NOTE","15.0000","15.0000"
"28 May 2018","1591","91 DAY BILL","12.9078","13.3382"
"28 May 2018","1591","182 DAY BILL","12.9724","13.8722"
"21 May 2018","1590","1 YR FXR NOTE","15.0000","15.0000"
"21 May 2018","1590","3 YR FXR BOND","16.2500","16.2500"
"21 May 2018","1590","91 DAY BILL","12.9185","13.3496"
"21 May 2018","1590","182 DAY BILL","12.9325","13.8266"
"14 May 2018","1589","91 DAY BILL","12.9453","13.3783"
"14 May 2018","1589","182 DAY BILL","12.9608","13.8589"
"14 May 2018","1589","2 YR FXR NOTE","16.0000","16.0000"
"07 May 2018","1588","91 DAY BILL","12.8996","13.3295"
"07 May 2018","1588","182 DAY BILL","12.9409","13.8362"
"30 Apr 2018","1587","91 DAY BILL","12.9277","13.3595"
"30 Apr 2018","1587","182 DAY BILL","12.9645","13.8631"
"30 Apr 2018","1587","1 YR FXR NOTE","15.0000","15.0000"
"23 Apr 2018","1586","91 DAY BILL","12.8995","13.3294"
"23 Apr 2018","1586","182 DAY BILL","12.9854","13.8870"
"16 Apr 2018","1585","91 DAY BILL","12.9322","13.3643"
"16 Apr 2018","1585","182 DAY BILL","12.9727","13.8725"
"16 Apr 2018","1585","1 YR FXR NOTE","15.0000","15.0000"
"16 Apr 2018","1585","7 YR FXR BOND","16.2500","0.0000"
"09 Apr 2018","1584","91 DAY BILL","12.9042","13.3344"
"09 Apr 2018","1584","182 DAY BILL","12.9890","13.8912"
"02 Apr 2018","1583","182 DAY BILL","12.9833","13.8846"
"02 Apr 2018","1583","1 YR FXR NOTE","15.0000","15.0000"
"02 Apr 2018","1583","91 DAY BILL","12.8859","13.3148"
"26 Mar 2018","1582","182 DAY BILL","12.9970","13.9003"
"26 Mar 2018","1582","3 YR FXR BOND","16.5000","16.5000"
"26 Mar 2018","1582","1 YR FXR NOTE","15.0000","15.0000"
"26 Mar 2018","1582","91 DAY BILL","12.9322","13.3643"
"19 Mar 2018","1581","91 DAY BILL","12.9122","13.3429"
"19 Mar 2018","1581","182 DAY BILL","13.0071","13.9119"
"19 Mar 2018","1581","2 YR FXR NOTE","16.5000","16.5000"
"12 Mar 2018","1580","91 DAY BILL","12.9176","13.3487"
"12 Mar 2018","1580","182 DAY BILL","12.9792","13.8800"
"05 Mar 2018","1579","91 DAY BILL","12.9404","13.3730"
"05 Mar 2018","1579","182 DAY BILL","12.9871","13.8890"
"05 Mar 2018","1579","1 YR FXR NOTE","15.0000","15.0000"
"26 Feb 2018","1578","91 DAY BILL","12.9165","13.3475"
"26 Feb 2018","1578","182 DAY BILL","12.9942","13.8971"
"19 Feb 2018","1577","91 DAY BILL","12.9106","13.3412"
"19 Feb 2018","1577","2 YR FXR NOTE","16.5000","16.5000"
"19 Feb 2018","1577","182 DAY BILL","12.9909","13.8933"
"12 Feb 2018","1576","91 DAY BILL","12.9332","13.3653"
"12 Feb 2018","1576","182 DAY BILL","13.0031","13.9073"
"12 Feb 2018","1576","5 YR FXR BOND","16.5000","16.5000"
"05 Feb 2018","1575","1 YR FXR NOTE","15.0000","15.0000"
"05 Feb 2018","1575","91 DAY BILL","12.8912","13.3205"
"05 Feb 2018","1575","182 DAY BILL","12.9900","13.8923"
"29 Jan 2018","1574","91 DAY BILL","12.9201","13.3513"
"29 Jan 2018","1574","182 DAY BILL","13.0067","13.9114"
"22 Jan 2018","1573","182 DAY BILL","12.9256","13.8187"
"15 Jan 2018","1572","182 DAY BILL","12.9906","13.8930"
"08 Jan 2018","1571","182 DAY BILL","12.9748","13.8749"
"08 Jan 2018","1571","2 YR FXR NOTE","17.1800","17.1800"
"01 Jan 2018","1570","182 DAY BILL","12.9885","13.8906"
"01 Jan 2018","1570","1 YR FXR NOTE","15.0000","15.0000"
"25 Dec 2017","1569","182 DAY BILL","12.9828","13.8841"
"18 Dec 2017","1568","182 DAY BILL","12.7001","13.5612"
"18 Dec 2017","1568","1 YR FXR NOTE","15.0000","15.0000"
"11 Dec 2017","1567","182 DAY BILL","12.9651","13.8638"
"11 Dec 2017","1567","2 YR FXR NOTE","17.5000","17.5000"
"04 Dec 2017","1566","182 DAY BILL","12.9268","13.8200"
"04 Dec 2017","1566","1 YR FXR NOTE","15.0000","15.0000"
"04 Dec 2017","1566","91 DAY BILL","12.9099","13.3405"
"04 Dec 2017","1566","5 YR FXR BOND","17.6000","17.6000"
"27 Nov 2017","1565","182 DAY BILL","12.9622","13.8605"
"20 Nov 2017","1564","182 DAY BILL","12.9196","13.8118"
"20 Nov 2017","1564","1 YR FXR NOTE","15.0000","15.0000"
"13 Nov 2017","1563","182 DAY BILL","12.9716","13.8713"
"13 Nov 2017","1563","2 YR FXR NOTE","17.2400","98.5702"
"13 Nov 2017","1563","3 YR FXR BOND","6.2500","6.2500"
"13 Nov 2017","1563","3 YR FXR BOND","6.2500","6.2500"
"06 Nov 2017","1562","1 YR FXR NOTE","15.0000","15.0000"
"06 Nov 2017","1562","182 DAY BILL","12.8877","13.7754"
"30 Oct 2017","1561","182 DAY BILL","0.0000","0.0000"
"16 Oct 2017","1559","1 YR FXR NOTE","15.0000","15.0000"
"09 Oct 2017","1558","2 YR FXR NOTE","17.0000","17.0000"
"02 Oct 2017","1557","1 YR FXR NOTE","15.0000","15.0000"
"25 Sep 2017","1556","3 YR FXR BOND","18.2500","18.2500"
"18 Sep 2017","1555","1 YR FXR NOTE","15.0000","15.0000"
"11 Sep 2017","1554","2 YR FXR NOTE","17.0000","17.0000"
"21 Aug 2017","1551","1 YR FXR NOTE","15.0000","15.0000"
"14 Aug 2017","1550","2 YR FXR NOTE","17.0000","17.0000"
"07 Aug 2017","1549","1 YR FXR NOTE","15.0000","15.0000"
"31 Jul 2017","1548","5 YR FXR BOND","18.2500","0.0000"
"17 Jul 2017","1546","1 YR FXR NOTE","15.0000","15.0000"
"10 Jul 2017","1545","2 YR FXR NOTE","17.0000","17.0000"
"03 Jul 2017","1544","1 YR FXR NOTE","15.0000","15.0000"
"19 Jun 2017","1542","1 YR FXR NOTE","15.0000","15.0000"
"12 Jun 2017","1541","2 YR FXR NOTE","17.0000","17.0000"
"05 Jun 2017","1540","3 YR FXR BOND","18.5000","18.5000"
"05 Jun 2017","1540","1 YR FXR NOTE","15.5000","15.5000"
"05 Jun 2017","1540","91 DAY BILL","12.0180","12.3903"
"05 Jun 2017","1540","182 DAY BILL","12.8833","13.7703"
"15 May 2017","1537","1 YR FXR NOTE","16.0000","16.0000"
"08 May 2017","1536","2 YR FXR NOTE","19.9500","19.9500"
"01 May 2017","1535","1 YR FXR NOTE","17.5000","17.5000"
"10 Apr 2017","1532","2 YR FXR NOTE","21.0000","21.0000"
"03 Apr 2017","1531","15 YR FXR BOND","19.7500","19.7500"
"03 Apr 2017","1531","7 YR FXR BOND","19.7500","19.7500"
"13 Mar 2017","1528","3 YR FXR BOND","21.5000","21.5000"
"13 Mar 2017","1528","2 YR FXR NOTE","21.3300","21.3300"
"13 Feb 2017","1524","2 YR FXR NOTE","21.5000","21.5000"
"30 Jan 2017","1522","5 YR FXR BOND","18.7500","18.7500"
"09 Jan 2017","1519","2 YR FXR NOTE","21.0000","21.0000"
"12 Dec 2016","1515","2 YR FXR NOTE","22.5000","22.5000"
"14 Nov 2016","1511","2 YR FXR NOTE","23.0000","23.0000"
"14 Nov 2016","1511","10 YR FXR BOND","19.0000","0.0000"
"17 Oct 2016","1507","2 YR FXR NOTE","6.0000","6.0000"
"17 Oct 2016","1507","2 YR FXR NOTE","6.0000","6.0000"
"10 Oct 2016","1506","2 YR FXR NOTE","24.0000","24.0000"
"12 Sep 2016","1502","3 YR FXR BOND","24.0000","24.0000"
"12 Sep 2016","1502","2 YR FXR NOTE","24.0000","24.0000"
"08 Aug 2016","1497","2 YR FXR NOTE","24.5000","24.5000"
"25 Jul 2016","1495","5 YR FXR BOND","24.7500","24.7500"
"11 Jul 2016","1493","2 YR FXR NOTE","24.0000","24.0000"
"27 Jun 2016","1491","5 YR FXR BOND","24.5000","24.5000"
"13 Jun 2016","1489","2 YR FXR NOTE","24.2500","24.2500"
"30 May 2016","1487","3 YR FXR BOND","24.5000","24.5000"
"09 May 2016","1484","2 YR FXR NOTE","24.0000","24.0000"
"25 Apr 2016","1482","3 YR FXR BOND","24.5000","24.5000"
"07 Mar 2016","1475","5 YR FXR BOND","24.7500","24.7500"
"11 Jan 2016","1467","3 YR FXR BOND","24.7500","24.7500"
"30 Nov 2015","1461","5 YR FXR BOND","24.0000","24.0000"
"26 Oct 2015","1456","3 YR FXR BOND","24.5000","24.5000"
"25 May 2015","1434","3 YR FXR BOND","23.4700","23.4700"
"30 Mar 2015","1426","5 YR FXR BOND","21.0000","21.0000"
"25 Nov 2013","1355","7 YR FXR BOND","18.0000","18.0000"
"30 Sep 2013","1347","5 YR FXR BOND","19.0400","19.0400"
"26 Aug 2013","1342","7 YR FXR BOND","17.5000","17.5000"
